name,website,vertical ,sub vertical,Descripcion / solución ,país ¿dónde se encuentra su principal sede de operaciones? ,ciudad/región ,Estadío actual ,Teléfono ,Mail ,LINKEDIN,INSTAGRAM ,FACEBOOK,X (twitter),Logo ,Founder/s,Founded,Modelo de Negocio,"DESTACADO/ BADGES ¿QUÉ LA HACE ESPECIAL?""",Funding total 2026,ETAPA DE MADUREZ ¿En qué momento del crecimiento está?,ÁREA INFLUENCIA: ¿qué alcance tiene su solución hoy?,"ESTADIO SOLUCIÓN (¿En qué nivel de madurez tecnológica se encuentra tu proyecto?)""",IMPACTO /SOCIOAMBIENTAL,RESULTADO / OUTCOME ¿QUÉ PASÓ CON LA EMPRESA?
MicroLub,https://microlub.co.Reino Unido/?ref=failory,Energía / Tech,Lubricantes Biodegradables,Desarrolla lubricantes biodegradables de alto rendimiento basados en materias primas renovables para industria y automoción.,Reino Unido,N/D,Seed,N/D,N/D,N/D,N/D,N/D,N/D,,N/D,2018,B2B · Venta de lubricantes industriales,,,Temprana,Regional (Europa),4,Lubricantes bio reducen contaminación de suelos y agua en caso de derrame.,Activa
Leap Automation,https://www.leapautomation.co.Reino Unido/?ref=failory,Tech / AgriFood,Automatización Cosecha,"Robótica y automatización para cosecha de cultivos frágiles (fresas, lechugas) que actualmente requieren mano de obra intensiva.",Reino Unido,N/D,Seed,N/D,N/D,linkedin.com/company/leap-automation,N/D,N/D,N/D,,N/D,2020,B2B · Robots de cosecha como servicio,,,Temprana,Regional (Europa),4,Reduce necesidad de migración laboral. Menor desperdicio por cosecha tardía.,Activa
Oceano Fresco,http://www.oceano-fresco.pt/?ref=failory,AgriFood,Mariscos / Acuicultura Portugal,"Empresa portuguesa de producción y comercialización de mariscos frescos de acuicultura sostenible: bivalvos, peces.",Portugal,N/D,Growth,N/D,N/D,linkedin.com/company/oceano-fresco,N/D,N/D,N/D,,N/D,2010,B2B + B2C · Venta de mariscos frescos,,,Madurez,Regional (Europa),7,Acuicultura controlada: menor impacto que pesca extractiva. Gestión de agua certificada.,Activa
Burnhard,https://www.burnhard.de/?ref=failory,AgriFood / Tech,BBQ / Electrodomésticos Outdoor,"Marca alemana de barbacoas, accesorios y electrodomésticos de outdoor cooking premium. D2C y retail.",Alemania,Múnich,Growth,N/D,N/D,linkedin.com/company/burnhard,instagram.com/burnhard_official,N/D,N/D,,Markus Mizgalski,2018,B2C · D2C + retail,,,Madurez,Regional (Europa),6,N/A directa en sostenibilidad. Accesorios para cocina eficiente con leña/carbón.,Activa
Jiuding Group,http://www.jiuding-group.com/?ref=failory,AgriFood,Carne / Procesamiento China,Grupo chino de procesamiento y distribución de carne de cerdo y pollo para el mercado doméstico chino a gran escala.,China,N/D,Growth,N/D,N/D,N/D,N/D,N/D,N/D,,N/D,2005,B2B + B2C · Procesamiento y distribución de carne,,,Madurez,Nacional,7,Eficiencia en producción cárnica. Reducción de desperdicio en procesamiento.,Activa
Passionfruit,https://www.passionfruit.earth/?ref=failory,AgriFood,Snacks Sostenibles / Impacto,Snacks a base de ingredientes locales y sostenibles con modelo de impacto social y ambiental verificado.,N/D,N/D,Seed,N/D,N/D,N/D,N/D,N/D,N/D,,N/D,2021,B2C · D2C + retail sostenible,,,Temprana,Local,3,Ingredientes de bajo impacto. Modelo de impacto social con productores locales.,Activa
Order1,https://www.order1/?ref=failory,AgriFood,Plataforma de Pedidos Restaurantes,Plataforma de gestión de pedidos y supply chain para restaurantes y cadenas de food service.,N/D,N/D,Seed,N/D,N/D,N/D,N/D,N/D,N/D,,N/D,2020,B2B · SaaS de gestión de pedidos,,,Temprana,Local,3,Reducción de desperdicio por mejor planificación de pedidos.,Activa
Elementaree,http://www.elementaree.ru/?ref=failory,AgriFood,Meal Kits / Rusia,Servicio líder de meal kits en Rusia con ingredientes frescos y recetas entregadas a domicilio semanalmente.,Rusia,Moscú,Growth,N/D,N/D,linkedin.com/company/elementaree,N/D,N/D,N/D,,Ольга Зиновьева (Olga Zinovieva),2014,B2C · Suscripción semanal de meal kits,,,Madurez,Nacional,7,Meal kits reducen desperdicio vs compra en supermercado. Porciones exactas.,Activa
Nordic SeaFarm,https://en.nordicseafarm.com/?ref=failory,AgriFood,Acuicultura de Algas / Noruega,"Cultivo y procesamiento de algas marinas comestibles (kelp, nori) en granjas marinas en fjords noruegos.",Noruega,Noruega,Series A,N/D,info@nordicseafarm.com,linkedin.com/company/nordic-sea-farm,instagram.com/nordicseafarm,N/D,N/D,,N/D,2018,B2B · Ingredientes de algas + B2C alimentación,,,Escala,Regional (Europa),6,"Algas: secuestran carbono, mejoran calidad del agua marina, sin insumos artificiales.",Activa
Gooder Foods,https://goodles.com/?ref=failory,AgriFood,Mac & Cheese Saludable,"Mac & cheese nutritivamente mejorado con proteína adicional, fibra y vitaminas, manteniendo sabor indulgente.",Estados Unidos,N/D,Seed,N/D,N/D,linkedin.com/company/goodles,instagram.com/goodles,N/D,twitter.com/goodles,,Jen Zeszut,2021,B2C · Retail + D2C,,,Escala,Nacional,5,Mejora nutricional de dieta americana sin cambiar hábitos de consumo. Sin ultraprocesados.,Activa
Wow! Momo,https://www.wowmomo.com/?ref=failory,AgriFood,QSR / Fast Food India,"Cadena de comida rápida India especializada en momos (dumplings nepaleses), con más de 500 tiendas en India.",India,Kolkata,Series D,N/D,N/D,linkedin.com/company/wow-momo,instagram.com/wowmomofoods,N/D,N/D,,"Sagar Daryani, Binod Homagai",2008,B2C · Tiendas propias + franquicias,,,Madurez,Nacional,8,QSR asequible para clase media India. Empleo local masivo.,Activa
Handpickd,https://handpickd.farm/?ref=failory,AgriFood,Marketplace Agricultor-Consumidor,"Marketplace que conecta directamente agricultores locales con consumidores urbanos, eliminando intermediarios.",Reino Unido,N/D,Seed,N/D,N/D,linkedin.com/company/handpickd,instagram.com/handpickd,N/D,N/D,,N/D,2020,B2C · Marketplace de produce local,,,Temprana,Local,4,Reduce millas de alimentos. Apoya agricultores locales. Menos packaging.,Activa
Gorgie,https://getgorgie.com/?ref=failory,AgriFood,Energy Drinks / Funcionales Saludables,"Bebidas energéticas funcionales con ingredientes naturales, sin azúcar y sin aditivos sintéticos. Marketing en Gen Z.",Estados Unidos,N/D,Seed,N/D,N/D,linkedin.com/company/gorgie,instagram.com/getgorgie,N/D,twitter.com/getgorgie,,N/D,2022,B2C · D2C + retail,,,Temprana,Nacional,4,"Sin azúcar añadida, sin taurina sintética. Alternativa más sana a Monster/Red Bull.",Activa
Bobbie,https://www.hibobbie.com/?ref=failory,AgriFood,Fórmula Infantil Premium,Fórmulas lácteas para bebés con ingredientes orgánicos y formulación basada en evidencia científica para mercado Estados Unidos.,Estados Unidos,N/D,Series A,N/D,N/D,linkedin.com/company/hi-bobbie,instagram.com/hi.bobbie,N/D,N/D,,N/D,2021,B2C · D2C + retail farmacias,,,Escala,Nacional,6,Fórmula orgánica sin pesticidas ni antibióticos. Transparencia de sourcing.,Activa
Olipop,https://www.drinkolipop.com/?ref=failory,AgriFood,Refrescos Funcionales con Fibra,"Refrescos con prebióticos, fibra y botanicals que saben como soda tradicional pero con beneficios para el microbioma.",Estados Unidos,"Oakland, CA",Series C+,N/D,N/D,linkedin.com/company/olipop-inc,instagram.com/drinkolipop,N/D,twitter.com/drinkolipop,,"Ben Goodwin, David Lester",2018,B2C · Retail + D2C,,,Escala,Nacional,7,Reemplaza refrescos azucarados con opciones con fibra prebiótica. Mejora salud digestiva.,Activa
Chobani,http://www.chobani.com/?ref=failory,AgriFood,Yogurt Griego / Lácteos Estados Unidos,Empresa que revolucionó el mercado de yogurt en Estados Unidos con yogurt griego natural. También produce oat milk y café.,Estados Unidos,"Norwich, NY",Growth,1 877-847-6181,N/D,linkedin.com/company/chobani,instagram.com/chobani,facebook.com/Chobani,twitter.com/Chobani,,Hamdi UlReino Unidoaya (refugiado kurdo),2005,B2C · Retail masivo,,,Madurez,Nacional,9,Sin preservativos artificiales desde el inicio. Programas de empleo para refugiados.,Activa
Brightseed,https://brightseedbio.com/?ref=failory,AgriFood,IA para Fitoquímicos / Bioactivos,Plataforma de IA (Forager) que identifica compuestos bioactivos en plantas infrautilizadas para crear ingredientes funcionales.,Estados Unidos,"San Francisco, CA",Series B,N/D,N/D,linkedin.com/company/brightseed,instagram.com/brightseedbio,N/D,twitter.com/brightseed_bio,,"Jim Flatt, Stephanie Barnes",2017,B2B · Ingredientes funcionales para food y pharma,,,Escala,Global,7,Extrae bioactivos de partes de plantas que se descartan. Menos desperdicio. Sin síntesis química.,Activa
FLY BY JING,http://www.flybyjing.com/?ref=failory,AgriFood,Condimentos Chinos Premium D2C,"Salsas y condimentos chinos ultra-premium (Chili Crisp, Mala Paste) inspirados en Chengdu, vendidos D2C en Estados Unidos.",Estados Unidos,"Los Ángeles, CA",Series A,N/D,N/D,linkedin.com/company/fly-by-jing,instagram.com/flybyjing,N/D,twitter.com/flybyjing,,Jing Gao,2018,B2C · D2C + retail premium,,,Escala,Nacional,6,Ingredientes de Sichuan de origen trazado. Productores locales en China.,Activa
Prime Roots,https://www.primeroots.com/?ref=failory,AgriFood,Proteína de Koji / Mycoprotein,"Produce proteína de koji (hongo) para crear análogos de carne como jamón, tocino y pollo con textura ultra-realista.",Estados Unidos,"Berkeley, CA",Series A,N/D,N/D,linkedin.com/company/prime-roots,instagram.com/primeroots,N/D,N/D,,"Kimberlie Le, Joshua Nixon",2018,B2C · D2C + retail + foodservice,,,Escala,Nacional,6,"Proteína sin animal: 90% menos tierra, 90% menos agua. Koji no requiere insumos agrícolas.",Activa
Javvy Coffee,https://www.javvycoffee.com/?ref=failory,AgriFood,Café Concentrado / RTD Premium,Café concentrado premium de cold brew para preparar en casa o on-the-go con dosis exactas.,Estados Unidos,N/D,Seed,N/D,N/D,linkedin.com/company/javvy-coffee,instagram.com/javvycoffee,N/D,N/D,,N/D,2020,B2C · D2C + retail,,,Temprana,Local,4,Menos packaging vs cápsulas. Sin plástico de un solo uso.,Activa
Uncle Nearest,https://unclenearest.com/?ref=failory,AgriFood,Whiskey Premium / Heritage,"Marca de whiskey premium que honra a Nathan 'Nearest' Green, primer maestro destilador afroamericano conocido de Estados Unidos. Mentor de Jack Daniel.",Estados Unidos,"Shelbyville, TN",Growth,N/D,N/D,linkedin.com/company/uncle-nearest,instagram.com/unclenearest,N/D,twitter.com/unclenearest,,Fawn Weaver,2017,B2C · Retail premium + exportación,,,Madurez,Global,8,Empode comunidades negras en Estados Unidos. Programas de becas. Preservación de historia.,Activa
Tractor Beverage Company,https://drinktractor.com/?ref=failory,AgriFood,Bebidas Orgánicas para Food Service,"Línea de bebidas orgánicas (refrescos, limonadas, teas) certificadas para cadenas de restaurantes y food service.",Estados Unidos,N/D,Growth,N/D,N/D,linkedin.com/company/tractor-beverage-co,instagram.com/tractorbeverage,N/D,N/D,,N/D,2012,B2B · Venta a cadenas de restaurantes,,,Madurez,Nacional,7,100% orgánico: sin pesticidas. Lleva orgánico a millones de consumidores vía fast-casual.,Activa
Little Spoon,http://www.littlespoon.com/?ref=failory,AgriFood,Comida Infantil D2C / Baby Food,"Servicio D2C de comida fresca para bebés y niños con ingredientes orgánicos, sin conservantes, entregada en casa.",Estados Unidos,"New York, NY",Series B,N/D,N/D,linkedin.com/company/little-spoon,instagram.com/littlespoon,N/D,twitter.com/little_spoon,,"Angela Vranich, Ben Lewis, Lisa Barnett, Michelle Muller",2017,B2C · Suscripción D2C,,,Escala,Nacional,7,"Sin conservantes, sin pesticidas. Transparencia total de ingredientes.",Activa
Bevi,http://bevi.co/?ref=failory,Tech / AgriFood,Dispensadores de Agua Inteligentes,Dispensadores de agua inteligentes para oficinas con sabores y bebidas funcionales personalizables. Sin botellas de plástico.,Estados Unidos,"Boston, MA",Series D,N/D,N/D,linkedin.com/company/bevi,instagram.com/bevi,N/D,twitter.com/bevi,,"Eliza Becton, Sean Grundy, Frank Lee",2013,B2B · Leasing de dispensadores + ingresos por consumo,,,Madurez,Nacional,8,Eliminación masiva de plástico de un solo uso en oficinas. 60.000 botellas/máquina/año.,Activa
Curefoods,https://curefoods.in/?ref=failory,AgriFood,Cloud Kitchens / India,"Operadora de marcas de comida virtual (Eatfit, Yumlane, EatClub) desde cloud kitchens en India. Una de las mayores del sector.",India,Bangalore,Series C+,N/D,N/D,linkedin.com/company/cure-foods,N/D,N/D,N/D,,"Ankit Nagori (fundador Eatfit, ex-Cure.fit)",2021,B2C · Delivery de comida vía marcas virtuales,,,Escala,Nacional,7,Cloud kitchens optimizan uso de espacio y reducen desperdicio de ingredientes.,Activa
Liquid Death,https://liquiddeath.com/?ref=failory,AgriFood,Agua en Lata / Branding Disruptivo,"Agua de montaña envasada en lata de aluminio con branding agresivo, anti-plástico y marketing viral.",Estados Unidos,"Los Ángeles, CA",Series D,N/D,N/D,linkedin.com/company/liquid-death,instagram.com/liquiddeath,N/D,twitter.com/liquiddeath,,Mike Cessario (ex-Netflix marketing),2017,B2C · Retail + D2C,,,Escala,Nacional,8,"Lata de aluminio infinitamente reciclable vs PET. 'Murder your thirst, not the planet'.",Activa
BIOWEG,https://bioweg.com/?ref=failory,AgriFood / Tech,Packaging Biodegradable / Bioplásticos,Desarrolla y produce packaging biodegradable y compostable a partir de almidones naturales para reemplazar plástico en food packaging.,Alemania,N/D,Seed,N/D,N/D,N/D,N/D,N/D,N/D,,N/D,2019,B2B · Venta de packaging biodegradable,,,Temprana,Regional (Europa),4,Plástico alimentario = 25M ton/año de residuos. Bioweg elimina esa contaminación.,Activa
Hashdex,http://www.hashdex.com/?ref=failory,Tech / Finanzas,Fondos de Criptoactivos / ETFs,Gestora de activos especializada en ETFs y fondos de inversión en criptomonedas para inversores institucionales y retail.,Brasil,Río de Janeiro,Growth,N/D,N/D,linkedin.com/company/hashdex,N/D,N/D,N/D,,"Marcelo Sampaio, Samir Kerbage",2018,B2B · Gestión de fondos de criptoactivos,,,Madurez,Global,8,N/A directa en sostenibilidad. Finanzas digitales.,Activa
Supply6,https://www.supplysix.com/?ref=failory,AgriFood,Suplementos Deportivos / DTC,Suplementos deportivos premium de alta calidad con ingredientes clínicamente dosificados y transparencia total.,Estados Unidos,N/D,Seed,N/D,N/D,linkedin.com/company/supply-six,instagram.com/supplysix,N/D,N/D,,N/D,2020,B2C · D2C + retail,,,Temprana,Nacional,4,Reducción de aditivos innecesarios en suplementos. Transparencia de sourcing.,Activa
Licious,http://www.licious.in/?ref=failory,AgriFood,Carne Fresca Premium D2C / India,"Plataforma D2C de carne, pescado y mariscos frescos premium con cadena de frío propia en India.",India,Bangalore,Series F,N/D,N/D,linkedin.com/company/licious,instagram.com/licious_foods,N/D,N/D,,"Abhay Hanjura, Vivek Gupta",2015,B2C · D2C con cadena de frío propia,,,Madurez,Nacional,8,Trazabilidad de origen animal. Cadena de frío reduce desperdicio. Sin preservantes.,Activa
Feast & Fettle,https://feastandfettle.com/?ref=failory,AgriFood,Meal Prep Premium / New England,Servicio de comidas preparadas y refrigeradas de alta calidad para la región de Nueva Inglaterra (Estados Unidos).,Estados Unidos,"Providence, RI",Growth,N/D,N/D,linkedin.com/company/feast-and-fettle,instagram.com/feastandfettle,N/D,N/D,,"Emily Zendt, Jason Witkowski",2015,B2C · Suscripción semanal de comidas preparadas,,,Madurez,Local,7,Reduce desperdicio. Comida sin conservantes artificiales.,Activa
Chef Robotics,http://chefrobotics.ai/?ref=failory,Tech / AgriFood,Robótica de Cocina Industrial,"Robots con IA para cocinas industriales y ghost kitchens que ensamblan platos, rellenan bowls y manipulan ingredientes.",Estados Unidos,"San Francisco, CA",Series A,N/D,N/D,linkedin.com/company/chef-robotics,instagram.com/chef_robotics,N/D,twitter.com/chef_robotics,,Rajat Bhageria,2019,B2B · Robots-as-a-Service para cocinas,,,Escala,Nacional,6,Reduce desperdicio de ingredientes por dosificación precisa. Eficiencia energética en cocinas.,Activa
Bulletproof,https://www.bulletproof.com/?ref=failory,AgriFood,Café Bulletproof / Suplementos Biohacking,"Marca pionera en biohacking con café Bulletproof (con mantequilla y MCT), suplementos y alimentos funcionales.",Estados Unidos,"Los Ángeles, CA",Growth,N/D,N/D,linkedin.com/company/bulletproof,instagram.com/bulletproofcoffee,N/D,twitter.com/bulletproof,,Dave Asprey,2013,B2C · D2C + retail + licencias,,,Madurez,Global,7,Café de origen sostenible. Sin mohos (Bulletproof Standard). MCT de aceite de coco.,Activa
Nxtfood,https://nxtfood.fr/?ref=failory,AgriFood,Proteína de Insectos / Ingredientes,"Produce ingredientes de proteína de insectos (harina de insecto, aceite) para alimentación humana y animal en Francia.",Francia,París,Seed,N/D,N/D,linkedin.com/company/nxt-food,N/D,N/D,N/D,,N/D,2020,B2B · Ingredientes de insecto para food y feed,,,Temprana,Regional (Europa),4,"Insectos: 12x menos tierra, 2000x menos agua que proteína bovina. Economía circular.",Activa
Manus Bio,http://www.manusbio.com/?ref=failory,AgriFood / BioTech,Biofermentación / Ingredientes Naturales,"Estados Unidos levaduras de bioingeniería para producir ingredientes naturales (edulcorantes, aromas, colorantes) via fermentación de precisión.",Estados Unidos,"Cambridge, MA",Series C+,N/D,N/D,linkedin.com/company/manus-biosynthetics,N/D,N/D,N/D,,Gregory Stephanopoulos (MIT),2012,B2B · Ingredientes naturales via fermentación,,,Escala,Global,7,Elimina agricultura extractiva de ingredientes escasos. Sin pesticidas. Menor huella hídrica.,Activa
Nara Organics,https://nara.com/?ref=failory,Tech,IA de Búsqueda para Restaurantes,"Asistente de IA que responde preguntas de clientes de restaurantes en tiempo real via chat, reduciendo carga del staff.",Estados Unidos,N/D,Seed,N/D,N/D,N/D,N/D,N/D,N/D,,N/D,2021,B2B · SaaS para restaurantes,,,Temprana,Nacional,4,Reduce necesidad de personal repetitivo. Mejor información reduce devoluciones y desperdicio.,Activa
